work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,experience_rating,country,salary_in_aud,cost_of_living
2023,SE,FT,Data Scientist,199000,USD,199000,US,0,US,M,3,United States of America,299518,104.1
2023,SE,FT,Data Scientist,162000,USD,162000,US,0,US,M,3,United States of America,243829,104.1
2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,3,United States of America,334437,104.1
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,3,United States of America,204695,104.1
2023,EX,FT,Analytics Engineer,221000,USD,221000,US,100,US,M,4,United States of America,332630,104.1
2023,EX,FT,Analytics Engineer,153000,USD,153000,US,100,US,M,4,United States of America,230282,104.1
2023,SE,FT,Data Analyst,187000,USD,187000,US,0,US,M,3,United States of America,281456,104.1
2023,SE,FT,Data Analyst,128000,USD,128000,US,0,US,M,3,United States of America,192655,104.1
2023,SE,FT,Research Scientist,210000,USD,210000,US,0,US,M,3,United States of America,316074,104.1
2023,SE,FT,Research Scientist,136000,USD,136000,US,0,US,M,3,United States of America,204695,104.1
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,3,United States of America,263395,104.1
2023,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M,3,United States of America,150511,104.1
2023,SE,FT,Data Engineer,179000,USD,179000,US,0,US,M,3,United States of America,269416,104.1
2023,SE,FT,Data Engineer,109000,USD,109000,US,0,US,M,3,United States of America,164057,104.1
2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M,3,United States of America,368753,104.1
2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,3,United States of America,270921,104.1
2023,SE,FT,Data Analyst,142000,USD,142000,US,100,US,M,3,United States of America,213726,104.1
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,3,United States of America,112883,104.1
2023,SE,FT,Data Manager,198800,USD,198800,US,0,US,M,3,United States of America,299217,104.1
2023,SE,FT,Data Manager,105200,USD,105200,US,0,US,M,3,United States of America,158338,104.1
2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M,3,United States of America,188139,104.1
2023,SE,FT,Data Analyst,112000,USD,112000,US,100,US,M,3,United States of America,168573,104.1
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M,3,United States of America,316074,104.1
2023,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,3,United States of America,233293,104.1
2023,SE,FT,Data Manager,115000,USD,115000,US,100,US,M,3,United States of America,173088,104.1
2023,SE,FT,Data Manager,86000,USD,86000,US,100,US,M,3,United States of America,129440,104.1
2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M,3,United States of America,248344,104.1
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,3,United States of America,210716,104.1
2023,SE,FT,Data Analyst,139000,USD,139000,US,0,US,M,3,United States of America,209211,104.1
2023,SE,FT,Data Analyst,106000,USD,106000,US,0,US,M,3,United States of America,159542,104.1
2023,EN,FT,Data Analyst,55000,CAD,40663,CA,0,CA,L,1,Canada,61202,87.0
2023,SE,FL,Machine Learning Researcher,50000,USD,50000,UA,50,UA,S,3,Ukraine,75255,29.7
2023,MI,FT,Machine Learning Engineer,280700,USD,280700,US,100,US,M,2,United States of America,422486,104.1
2023,MI,FT,Machine Learning Engineer,150450,USD,150450,US,100,US,M,2,United States of America,226444,104.1
2023,EN,FT,Data Scientist,70000,CAD,51753,CA,100,CA,L,1,Canada,77894,87.0
2023,SE,FT,Data Architect,250500,USD,250500,US,0,US,M,3,United States of America,377031,104.1
2023,SE,FT,Data Architect,159500,USD,159500,US,0,US,M,3,United States of America,240066,104.1
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,3,United States of America,218242,104.1
2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,3,United States of America,173088,104.1
2023,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M,3,United States of America,210716,104.1
2023,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,3,United States of America,180614,104.1
2023,EN,FT,Data Scientist,130001,USD,130001,US,100,US,M,1,United States of America,195666,104.1
2023,EN,FT,Data Scientist,71907,USD,71907,US,100,US,M,1,United States of America,108228,104.1
2023,MI,FT,Data Scientist,93918,USD,93918,US,100,US,M,2,United States of America,141357,104.1
2023,MI,FT,Data Scientist,51962,USD,51962,US,100,US,M,2,United States of America,78208,104.1
2023,SE,FT,Data Analyst,175000,USD,175000,CA,100,CA,M,3,Canada,263395,87.0
2023,SE,FT,Data Analyst,135000,USD,135000,CA,100,CA,M,3,Canada,203190,87.0
2023,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M,1,United States of America,127934,104.1
2023,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M,1,United States of America,97832,104.1
2023,SE,FT,Machine Learning Engineer,257000,USD,257000,US,0,US,M,3,United States of America,386815,104.1
2023,SE,FT,Machine Learning Engineer,147000,USD,147000,US,0,US,M,3,United States of America,221252,104.1
2023,SE,FT,Data Engineer,222000,USD,222000,US,100,US,M,3,United States of America,334136,104.1
2023,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,3,United States of America,263395,104.1
2023,SE,FT,Data Scientist,203000,USD,203000,US,100,US,M,3,United States of America,305538,104.1
2023,SE,FT,Data Scientist,133200,USD,133200,US,100,US,M,3,United States of America,200481,104.1
2023,EN,FT,Applied Scientist,213660,USD,213660,US,0,US,L,1,United States of America,321583,104.1
2023,EN,FT,Applied Scientist,130760,USD,130760,US,0,US,L,1,United States of America,196809,104.1
2023,SE,FT,Data Engineer,221000,USD,221000,US,0,US,M,3,United States of America,332630,104.1
2023,SE,FT,Data Engineer,147000,USD,147000,US,0,US,M,3,United States of America,221252,104.1
2023,SE,FT,Data Quality Analyst,100000,USD,100000,US,0,US,M,3,United States of America,150511,104.1
2023,SE,FT,Data Quality Analyst,80000,USD,80000,US,0,US,M,3,United States of America,120409,104.1
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,3,United States of America,279801,104.1
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,3,United States of America,194611,104.1
2023,SE,FT,Data Scientist,238000,USD,238000,US,100,US,M,3,United States of America,358217,104.1
2023,SE,FT,Data Scientist,156000,USD,156000,US,100,US,M,3,United States of America,234798,104.1
2023,SE,FT,Machine Learning Engineer,304000,USD,304000,US,100,US,M,3,United States of America,457555,104.1
2023,SE,FT,Machine Learning Engineer,199000,USD,199000,US,100,US,M,3,United States of America,299518,104.1
2023,MI,FT,Big Data Engineer,45000,EUR,48289,ES,100,ES,M,2,Spain,72680,63.4
2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,3,United States of America,225767,104.1
2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,3,United States of America,195665,104.1
2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,3,United States of America,210716,104.1
2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,3,United States of America,165562,104.1
2023,MI,FT,Data Analyst,90000,USD,90000,US,0,US,M,2,United States of America,135460,104.1
2023,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M,2,United States of America,112883,104.1
2023,MI,FT,Research Scientist,161200,GBP,195895,GB,0,GB,M,2,United Kingdom of Great Britain and Northern Ireland,294844,80.5
2023,MI,FT,Research Scientist,84570,GBP,102772,GB,0,GB,M,2,United Kingdom of Great Britain and Northern Ireland,154683,80.5
2023,SE,FT,Data Engineer,240000,USD,240000,US,0,US,M,3,United States of America,361228,104.1
2023,SE,FT,Data Engineer,183600,USD,183600,US,0,US,M,3,United States of America,276339,104.1
2023,MI,FT,Data Specialist,130000,USD,130000,US,0,US,M,2,United States of America,195665,104.1
2023,MI,FT,Data Specialist,80000,USD,80000,US,0,US,M,2,United States of America,120409,104.1
2023,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M,3,United States of America,376279,104.1
2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,3,United States of America,225767,104.1
2023,SE,FT,Data Analytics Manager,160000,USD,160000,US,100,US,M,3,United States of America,240818,104.1
2023,SE,FT,Data Analytics Manager,120000,USD,120000,US,100,US,M,3,United States of America,180614,104.1
2023,SE,FT,Machine Learning Engineer,289076,USD,289076,US,0,US,M,3,United States of America,435093,104.1
2023,SE,FT,Machine Learning Engineer,202353,USD,202353,US,0,US,M,3,United States of America,304565,104.1
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,3,United States of America,218242,104.1
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,3,United States of America,180614,104.1
2023,SE,FT,Data Analyst,155000,USD,155000,US,0,US,M,3,United States of America,233293,104.1
2023,SE,FT,Data Analyst,106000,USD,106000,US,0,US,M,3,United States of America,159542,104.1
2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,3,United States of America,301023,104.1
2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,3,United States of America,240818,104.1
2023,SE,FT,Data Scientist,157750,USD,157750,US,100,US,M,3,United States of America,237432,104.1
2023,SE,FT,Data Scientist,104650,USD,104650,US,100,US,M,3,United States of America,157510,104.1
2023,MI,FT,Data Scientist,180000,USD,180000,US,100,US,M,2,United States of America,270921,104.1
2023,MI,FT,Data Scientist,140000,USD,140000,US,100,US,M,2,United States of America,210716,104.1
2023,EX,FT,Data Scientist,200000,USD,200000,US,0,US,M,4,United States of America,301023,104.1
2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M,4,United States of America,218242,104.1
2023,MI,FT,Lead Data Analyst,68000,USD,68000,US,0,US,L,2,United States of America,102347,104.1
2023,EN,FT,BI Data Engineer,60000,USD,60000,US,100,US,M,1,United States of America,90307,104.1
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M,3,Spain,72680,63.4
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M,3,Spain,58144,63.4
2023,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M,1,United States of America,127934,104.1
2023,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M,1,United States of America,97832,104.1
2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,2,United States of America,188139,104.1
2023,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M,2,United States of America,135460,104.1
2023,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M,3,United States of America,158037,104.1
2023,SE,FT,Data Analyst,90000,USD,90000,US,100,US,M,3,United States of America,135460,104.1
2023,SE,FT,Analytics Engineer,179820,USD,179820,US,0,US,M,3,United States of America,270650,104.1
2023,SE,FT,Analytics Engineer,143860,USD,143860,US,0,US,M,3,United States of America,216526,104.1
2023,SE,FT,Data Analyst,135000,USD,135000,US,0,US,M,3,United States of America,203190,104.1
2023,SE,FT,Data Analyst,105500,USD,105500,US,0,US,M,3,United States of America,158789,104.1
2023,EN,FT,Research Engineer,155000,USD,155000,US,0,US,M,1,United States of America,233293,104.1
2023,EN,FT,Research Engineer,125000,USD,125000,US,0,US,M,1,United States of America,188139,104.1
2023,SE,FT,Machine Learning Engineer,241000,USD,241000,US,0,US,M,3,United States of America,362733,104.1
2023,SE,FT,Machine Learning Engineer,181000,USD,181000,US,0,US,M,3,United States of America,272426,104.1
2023,SE,FT,Data Scientist,252000,USD,252000,US,0,US,M,3,United States of America,379289,104.1
2023,SE,FT,Data Scientist,154000,USD,154000,US,0,US,M,3,United States of America,231788,104.1
2023,EX,FT,Data Architect,180000,USD,180000,US,0,US,M,4,United States of America,270921,104.1
2023,EX,FT,Data Architect,155000,USD,155000,US,0,US,M,4,United States of America,233293,104.1
2023,SE,FT,Data Scientist,191765,USD,191765,US,0,US,M,3,United States of America,288628,104.1
2023,SE,FT,Data Scientist,134236,USD,134236,US,0,US,M,3,United States of America,202040,104.1
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,3,United States of America,263395,104.1
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,3,United States of America,218242,104.1
2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M,3,United States of America,356712,104.1
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,3,United States of America,218242,104.1
2023,EN,FT,Research Engineer,155000,USD,155000,US,0,US,M,1,United States of America,233293,104.1
2023,EN,FT,Research Engineer,125000,USD,125000,US,0,US,M,1,United States of America,188139,104.1
2023,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M,3,United States of America,120409,104.1
2023,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,3,United States of America,105358,104.1
2023,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M,3,United States of America,219747,104.1
2023,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M,3,United States of America,112883,104.1
2023,EN,FT,Data Analyst,64200,USD,64200,US,100,US,M,1,United States of America,96628,104.1
2023,EN,FT,Data Analyst,56100,USD,56100,US,100,US,M,1,United States of America,84437,104.1
2023,SE,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M,3,United States of America,255869,104.1
2023,SE,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M,3,United States of America,195665,104.1
2023,SE,FT,Data Analyst,208450,USD,208450,US,100,US,M,3,United States of America,313741,104.1
2023,SE,FT,Data Analyst,170550,USD,170550,US,100,US,M,3,United States of America,256697,104.1
2023,SE,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M,3,United States of America,188139,104.1
2023,SE,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M,3,United States of America,150511,104.1
2023,MI,FT,Data Manager,135000,USD,135000,US,0,US,M,2,United States of America,203190,104.1
2023,MI,FT,Data Manager,120000,USD,120000,US,0,US,M,2,United States of America,180614,104.1
2023,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M,3,United States of America,301023,104.1
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,3,United States of America,255869,104.1
2023,SE,FT,Data Scientist,171250,USD,171250,IE,0,IE,M,3,Ireland,257751,100.2
2023,SE,FT,Data Scientist,113750,USD,113750,IE,0,IE,M,3,Ireland,171207,100.2
2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,3,United States of America,334437,104.1
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,3,United States of America,204695,104.1
2023,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L,3,United States of America,391330,104.1
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,3,United States of America,204695,104.1
2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,3,United States of America,231186,104.1
2023,SE,FT,Data Analyst,100500,USD,100500,US,0,US,M,3,United States of America,151264,104.1
2023,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M,3,United States of America,308549,104.1
2023,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M,3,United States of America,276941,104.1
2023,SE,FT,Machine Learning Engineer,115000,USD,115000,CA,100,CA,M,3,Canada,173088,87.0
2023,SE,FT,Machine Learning Engineer,95000,USD,95000,CA,100,CA,M,3,Canada,142986,87.0
2023,MI,FT,Data Analyst,182500,USD,182500,US,0,US,M,2,United States of America,274683,104.1
2023,MI,FT,Data Analyst,121500,USD,121500,US,0,US,M,2,United States of America,182871,104.1
2023,SE,FT,Data Engineer,203100,USD,203100,US,0,US,M,3,United States of America,305689,104.1
2023,SE,FT,Data Engineer,114500,USD,114500,US,0,US,M,3,United States of America,172335,104.1
2023,MI,FT,Data Analyst,60000,GBP,72914,GB,0,GB,M,2,United Kingdom of Great Britain and Northern Ireland,109744,80.5
2023,MI,FT,Data Analyst,45000,GBP,54685,GB,0,GB,M,2,United Kingdom of Great Britain and Northern Ireland,82307,80.5
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,3,United States of America,379289,104.1
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,3,United States of America,194160,104.1
2023,EN,FT,Data Engineer,92700,USD,92700,US,100,US,M,1,United States of America,139524,104.1
2023,EN,FT,Data Engineer,61800,USD,61800,US,100,US,M,1,United States of America,93016,104.1
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,3,United States of America,240818,104.1
2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,3,United States of America,195665,104.1
2023,SE,FT,Data Scientist,258000,USD,258000,CA,0,CA,M,3,Canada,388320,87.0
2023,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M,3,Canada,285972,87.0
2023,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,3,United States of America,255869,104.1
2023,SE,FT,Data Scientist,135000,USD,135000,US,0,US,M,3,United States of America,203190,104.1
2023,MI,FT,Data Architect,167500,USD,167500,US,0,US,M,2,United States of America,252107,104.1
2023,MI,FT,Data Architect,106500,USD,106500,US,0,US,M,2,United States of America,160295,104.1
2023,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M,3,United States of America,293497,104.1
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,3,United States of America,240818,104.1
2023,MI,FT,Data Engineer,146000,USD,146000,US,0,US,M,2,United States of America,219747,104.1
2023,MI,FT,Data Engineer,75000,USD,75000,US,0,US,M,2,United States of America,112883,104.1
2023,EX,FT,Data Engineer,286000,USD,286000,US,100,US,M,4,United States of America,430463,104.1
2023,EX,FT,Data Engineer,207000,USD,207000,US,100,US,M,4,United States of America,311559,104.1
2023,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M,3,United States of America,150511,104.1
2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M,3,United States of America,120409,104.1
2023,SE,FT,Data Engineer,223250,USD,223250,US,0,US,M,3,United States of America,336017,104.1
2023,SE,FT,Data Engineer,178600,USD,178600,US,0,US,M,3,United States of America,268813,104.1
2023,EX,FT,Director of Data Science,353200,USD,353200,US,0,US,M,4,United States of America,531607,104.1
2023,EX,FT,Director of Data Science,249300,USD,249300,US,0,US,M,4,United States of America,375225,104.1
2023,MI,FT,Machine Learning Scientist,230000,USD,230000,US,0,US,M,2,United States of America,346177,104.1
2023,MI,FT,Machine Learning Scientist,220000,USD,220000,US,0,US,M,2,United States of America,331125,104.1
2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M,3,United States of America,447471,104.1
2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M,3,United States of America,298314,104.1
2023,MI,FT,Research Scientist,210000,USD,210000,US,100,US,M,2,United States of America,316074,104.1
2023,MI,FT,Research Scientist,151800,USD,151800,US,100,US,M,2,United States of America,228476,104.1
2023,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M,3,United States of America,301023,104.1
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,3,United States of America,255869,104.1
2023,SE,FT,Data Scientist,317070,USD,317070,US,0,US,M,3,United States of America,477227,104.1
2023,SE,FT,Data Scientist,170730,USD,170730,US,0,US,M,3,United States of America,256968,104.1
2023,SE,FT,Data Engineer,128000,USD,128000,US,0,US,M,3,United States of America,192655,104.1
2023,SE,FT,Data Engineer,81500,USD,81500,US,0,US,M,3,United States of America,122667,104.1
2023,EN,FT,Business Data Analyst,20000,EUR,21461,ES,0,ES,M,1,Spain,32301,63.4
2023,SE,FT,AI Developer,108000,USD,108000,UA,0,UA,M,3,Ukraine,162552,29.7
2023,SE,FT,AI Developer,60000,USD,60000,UA,0,UA,M,3,Ukraine,90307,29.7
2023,MI,FT,MLOps Engineer,134000,USD,134000,US,100,US,M,2,United States of America,201685,104.1
2023,MI,FT,MLOps Engineer,124000,USD,124000,US,100,US,M,2,United States of America,186634,104.1
2023,SE,FT,Data Engineer,171250,USD,171250,US,0,US,M,3,United States of America,257751,104.1
2023,SE,FT,Data Engineer,113750,USD,113750,US,0,US,M,3,United States of America,171207,104.1
2023,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,3,United States of America,248344,104.1
2023,SE,FT,Data Engineer,132300,USD,132300,US,0,US,M,3,United States of America,199127,104.1
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M,3,United States of America,338651,104.1
2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M,3,United States of America,263395,104.1
2023,SE,FT,Data Engineer,230000,USD,230000,US,0,US,M,3,United States of America,346177,104.1
2023,SE,FT,Data Engineer,124500,USD,124500,US,0,US,M,3,United States of America,187387,104.1
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,3,United States of America,372516,104.1
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,3,United States of America,259181,104.1
2023,SE,FT,Data Analyst,175000,USD,175000,US,0,US,M,3,United States of America,263395,104.1
2023,SE,FT,Data Analyst,145000,USD,145000,US,0,US,M,3,United States of America,218242,104.1
2023,SE,FT,Data Analyst,148700,USD,148700,US,0,US,M,3,United States of America,223810,104.1
2023,SE,FT,Data Analyst,125600,USD,125600,US,0,US,M,3,United States of America,189042,104.1
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,3,United States of America,218242,104.1
2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,3,United States of America,173088,104.1
2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,3,United States of America,301023,104.1
2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M,3,United States of America,225767,104.1
2023,EN,FT,Research Engineer,160000,USD,160000,US,0,US,M,1,United States of America,240818,104.1
2023,EN,FT,Research Engineer,120000,USD,120000,US,0,US,M,1,United States of America,180614,104.1
2023,SE,FT,Data Analyst,185000,USD,185000,US,100,US,M,3,United States of America,278446,104.1
2023,SE,FT,Data Analyst,120250,USD,120250,US,100,US,M,3,United States of America,180990,104.1
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M,3,United States of America,414358,104.1
2023,SE,FT,Data Scientist,183000,USD,183000,US,100,US,M,3,United States of America,275436,104.1
2023,SE,FT,Data Architect,170000,USD,170000,US,100,US,M,3,United States of America,255869,104.1
2023,SE,FT,Data Architect,125000,USD,125000,US,100,US,M,3,United States of America,188139,104.1
2023,MI,FT,Data Architect,167500,USD,167500,US,0,US,M,2,United States of America,252107,104.1
2023,MI,FT,Data Architect,106500,USD,106500,US,0,US,M,2,United States of America,160295,104.1
2023,SE,FT,Research Scientist,250000,USD,250000,US,0,US,M,3,United States of America,376279,104.1
2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,3,United States of America,301023,104.1
2023,MI,FT,Machine Learning Engineer,135000,USD,135000,US,50,US,L,2,United States of America,203190,104.1
2023,SE,FT,AI Scientist,1500000,ILS,423834,IL,0,IL,L,3,Israel,637919,94.0
2023,SE,FT,Machine Learning Engineer,216000,USD,216000,US,100,US,M,3,United States of America,325105,104.1
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,US,100,US,M,3,United States of America,276941,104.1
2023,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,3,United States of America,270921,104.1
2023,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M,3,United States of America,248344,104.1
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,3,United States of America,279801,104.1
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,3,United States of America,194611,104.1
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,3,United States of America,218242,104.1
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,3,United States of America,180614,104.1
2023,MI,FT,Data Engineer,143865,USD,143865,US,0,US,M,2,United States of America,216533,104.1
2023,MI,FT,Data Engineer,115092,USD,115092,US,0,US,M,2,United States of America,173226,104.1
2023,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M,2,United States of America,195665,104.1
2023,MI,FT,Machine Learning Engineer,90000,USD,90000,US,0,US,M,2,United States of America,135460,104.1
2023,SE,FT,Data Scientist,173000,USD,173000,US,100,US,M,3,United States of America,260385,104.1
2023,SE,FT,Data Scientist,132000,USD,132000,US,100,US,M,3,United States of America,198675,104.1
2023,SE,FT,Data Analyst,208049,USD,208049,US,0,US,M,3,United States of America,313138,104.1
2023,SE,FT,Data Analyst,128500,USD,128500,US,0,US,M,3,United States of America,193407,104.1
2023,SE,FT,Analytics Engineer,179820,USD,179820,US,0,US,M,3,United States of America,270650,104.1
2023,SE,FT,Analytics Engineer,143860,USD,143860,US,0,US,M,3,United States of America,216526,104.1
2023,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M,3,United States of America,252107,104.1
2023,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M,3,United States of America,160295,104.1
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M,3,United States of America,414358,104.1
2023,SE,FT,Data Scientist,183500,USD,183500,US,100,US,M,3,United States of America,276189,104.1
2023,MI,FT,Data Engineer,149600,USD,149600,US,0,US,M,2,United States of America,225165,104.1
2023,MI,FT,Data Engineer,102000,USD,102000,US,0,US,M,2,United States of America,153521,104.1
2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M,4,United States of America,218242,104.1
2023,EX,FT,Data Scientist,100000,USD,100000,US,0,US,M,4,United States of America,150511,104.1
2023,SE,FT,Data Analyst,190000,USD,190000,US,100,US,M,3,United States of America,285972,104.1
2023,SE,FT,Data Analyst,95000,USD,95000,US,100,US,M,3,United States of America,142986,104.1
2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,3,United States of America,231186,104.1
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M,3,United States of America,160746,104.1
2023,MI,FT,Data Scientist,90000,EUR,96578,IE,0,IE,M,2,Ireland,145361,100.2
2023,MI,FT,Data Scientist,75000,EUR,80481,IE,0,IE,M,2,Ireland,121133,100.2
2023,MI,FT,Data Analyst,128000,USD,128000,US,0,US,M,2,United States of America,192655,104.1
2023,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M,2,United States of America,127934,104.1
2023,MI,FT,Data Engineer,151000,USD,151000,US,0,US,M,2,United States of America,227272,104.1
2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,2,United States of America,210716,104.1
2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M,3,United States of America,414358,104.1
2023,SE,FT,Data Scientist,183500,USD,183500,US,100,US,M,3,United States of America,276189,104.1
2023,SE,FT,Machine Learning Scientist,220000,USD,220000,US,0,US,M,3,United States of America,331125,104.1
2023,SE,FT,Machine Learning Scientist,170000,USD,170000,US,0,US,M,3,United States of America,255869,104.1
2023,SE,FT,Data Analyst,135000,USD,135000,US,0,US,M,3,United States of America,203190,104.1
2023,SE,FT,Data Analyst,105500,USD,105500,US,0,US,M,3,United States of America,158789,104.1
2023,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M,3,United States of America,150511,104.1
2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M,3,United States of America,120409,104.1
2023,EN,FT,Autonomous Vehicle Technician,7000,USD,7000,GH,0,GH,S,1,Ghana,10535,36.1
2023,EN,FT,Applied Machine Learning Scientist,40000,EUR,42923,DE,50,DE,M,1,Germany,64604,78.2
2023,SE,FT,Data Engineer,160000,USD,160000,CA,100,CA,M,3,Canada,240818,87.0
2023,SE,FT,Data Engineer,145000,USD,145000,CA,100,CA,M,3,Canada,218242,87.0
2023,MI,FT,Data Analyst,154000,USD,154000,US,0,US,M,2,United States of America,231788,104.1
2023,MI,FT,Data Analyst,143000,USD,143000,US,0,US,M,2,United States of America,215231,104.1
2023,MI,FT,Data Scientist,65000,GBP,78990,GB,0,GB,M,2,United Kingdom of Great Britain and Northern Ireland,118889,80.5
2023,MI,FT,Data Scientist,42000,GBP,51039,GB,0,GB,M,2,United Kingdom of Great Britain and Northern Ireland,76819,80.5
2023,EN,FT,Data Scientist,190000,USD,190000,US,0,US,M,1,United States of America,285972,104.1
2023,EN,FT,Data Scientist,120000,USD,120000,US,0,US,M,1,United States of America,180614,104.1
